Stored procedure,Authentication,Input Parameters,Data Type,"OptionalOrMandatory
",Output Parameters,Data Type,Alias,Data Type,Description
[reading].[usp_SEL_all_docs_date_equals],,@datevalue,datetime2(7),Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),Does not apply  a filter group.
[reading].[usp_SEL_all_docs_date_equals],,@formid,bigint,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_date_equals],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_date_equals],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_date_equals],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_date_equals],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_date_equals],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_date_equals],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_date_equals],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_date_any],Controller;Editor;Reviewer;Reader,@docdatenameid,bigint,Mandatory,@message,nvarchar(1000),Record,bigint,Selects document ID data for any documents linked to the given date field  No filter group is applied.
[reading].[usp_SEL_all_docs_date_any],,@formid,bigint,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),Does not apply  a filter group.
[reading].[usp_SEL_all_docs_date_any],,,,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_date_any],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_date_any],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_date_any],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_date_any],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_date_any],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_date_any],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_date_any],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_int_between],Controller;Editor;Reviewer;Reader,@docintnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Returns metadata for documents and associated files where the designated integer field is between two given values. 
[reading].[usp_SEL_all_docs_int_between],,@lower_int_value,bigint,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),Does not apply  a filter group.
[reading].[usp_SEL_all_docs_int_between],,@upper_int_value,bigint,Mandatory,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_int_between],,@formid,bigint,Optional,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_int_between],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_int_between],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_int_between],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_int_between],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_int_between],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_int_between],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_int_equals],Controller;Editor;Reviewer;Reader,@docintnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Returns metadata for documents and associated files where the designated integer field is equal to the given value. 
[reading].[usp_SEL_all_docs_int_equals],,@integervalue,bigint,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),Does not apply  a filter group.
[reading].[usp_SEL_all_docs_int_equals],,@formid,bigint,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_int_equals],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_int_equals],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_int_equals],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_int_equals],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_int_equals],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_int_equals],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_int_equals],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_int_grtr_than],Controller;Editor;Reviewer;Reader,@docintnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Returns metadata for documents and associated files where the designated integer field is greater than the given value. 
[reading].[usp_SEL_all_docs_int_grtr_than],,@integervalue,bigint,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_int_grtr_than],,@formid,bigint,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_int_grtr_than],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_int_grtr_than],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_int_grtr_than],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_int_grtr_than],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_int_grtr_than],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_int_grtr_than],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_int_grtr_than],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_int_less_than],Controller;Editor;Reviewer;Reader,@docintnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Returns metadata for documents and associated files where the designated integer field is less than the given value. 
[reading].[usp_SEL_all_docs_int_less_than],,@integervalue,bigint,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_int_less_than],,@formid,bigint,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_int_less_than],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_int_less_than],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_int_less_than],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_int_less_than],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_int_less_than],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_int_less_than],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_int_less_than],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_multi_sel_atr],Controller;Editor;Reviewer;Reader,@docmslistid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Selects metadata for documents linked to a given mulit-select attribute.  
[reading].[usp_SEL_all_docs_multi_sel_atr],,@docmsattrid,bigint,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_multi_sel_atr],,@formid,bigint,Optional,@numrows,bigint,File ID,bigint,
[reading].[usp_SEL_all_docs_multi_sel_atr],,,,,@numrecords,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_multi_sel_atr],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_multi_sel_atr],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_multi_sel_atr],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_multi_sel_atr],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_multi_sel_atr],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_multi_sel_atr],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_multi_sel_atr],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_real_between],Controller;Editor;Reviewer;Reader,@docrealnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Returns metadata for documents and associated files where a real number field is between two given values.
[reading].[usp_SEL_all_docs_real_between],,@lower_real_value,real,Optional,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_real_between],,@upper_real_value,real,Optional,@numrows,bigint,File ID,bigint,
[reading].[usp_SEL_all_docs_real_between],,@formid,bigint,Optional,@numrecords,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_real_between],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_real_between],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_real_between],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_real_between],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_real_between],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_real_between],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_real_between],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_real_any],Controller;Editor;Reviewer;Reader,@docrealnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Selects metadata for document IDs and associated files which are linked to the given real number ID.
[reading].[usp_SEL_all_docs_real_any],,@formid,bigint,Optional,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_real_any],,,,,@numrows,bigint,File ID,bigint,
[reading].[usp_SEL_all_docs_real_any],,,,,@numrecords,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_real_any],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_real_any],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_real_any],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_real_any],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_real_any],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_real_any],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_real_any],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_int_any],Controller;Editor;Reviewer;Reader,@docintnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Selects metadata for document IDs and associated files which are linked to the document integer field ID.
[reading].[usp_SEL_all_docs_int_any],,@formid,bigint,Optional,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_int_any],,,,,@numrows,bigint,File ID,bigint,
[reading].[usp_SEL_all_docs_int_any],,,,,@numrecords,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_int_any],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_int_any],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_int_any],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_int_any],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_int_any],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_int_any],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_int_any],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_real_equals],Controller;Editor;Reviewer;Reader,@docrealnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Returns metadata for documents and associated files where the designated real number field is equal to the given value. 
[reading].[usp_SEL_all_docs_real_equals],,@realnumbervalue,real,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_real_equals],,@formid,bigint,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_real_equals],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_real_equals],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_real_equals],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_real_equals],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_real_equals],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_real_equals],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_real_equals],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_real_greater],Controller;Editor;Reviewer;Reader,@docrealnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Returns metadata for documents and associated files where the designated real number field is greater than the given value. 
[reading].[usp_SEL_all_docs_real_greater],,@realnumbervalue,real,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_real_greater],,@formid,bigint,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_real_greater],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_real_greater],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_real_greater],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_real_greater],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_real_greater],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_real_greater],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_real_greater],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_real_less],Controller;Editor;Reviewer;Reader,@docrealnameid,bigint,Mandatory,@message,nvarchar(1000),Record  ,bigint,Returns metadata for documents and associated files where the designated real number field is less than the given value. 
[reading].[usp_SEL_all_docs_real_less],,@realnumbervalue,real,Mandatory,@transaction_status,nvarchar(50),Document ID,nvarchar(50),No filter group is applied. 
[reading].[usp_SEL_all_docs_real_less],,@formid,bigint,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_real_less],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_real_less],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_real_less],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_real_less],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_real_less],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_real_less],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_real_less],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_docs_with_ed_perm],Controller;Editor;Reviewer;Reader,@formid,bigint,Optional,@message,nvarchar(1000),Record,bigint,Lists the metadata for all of the documents that the connected user has edit permission.
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,@transaction_status,nvarchar(50),Document ID,nvarchar(50),
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,@formname,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_docs_with_ed_perm],,,,,,,Position,nvarchar(50),
[reading].[usp_SEL_all_documents],Controller;Editor;Reviewer;Reader,@formid,bigint,Optional,@message,nvarchar(1000),Record,bigint,Selects all document IDs
[reading].[usp_SEL_all_documents],,@outputformid,bigint,,@transaction_status,nvarchar(50),Document ID,nvarchar(50),If no form ID is supplied then the default will be used.
[reading].[usp_SEL_all_documents],,@formname,nvarchar(50),,@numrows,bigint,Field Type,nvarchar(50),Doesn't apply a filter group.  Doesn't retrieve files. 
[reading].[usp_SEL_all_documents],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_documents],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_documents],,,,,@formname,nvarchar(50),Attribute ID,bigint,
[reading].[usp_SEL_all_documents],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_documents],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_recent_documents],Controller;Editor;Reviewer;Reader,@formid,bigint,Optional,@message,nvarchar(1000),Record,bigint,Selects all document IDs which have been created in the last @minutes minutes.
[reading].[usp_SEL_all_recent_documents],,@minutes,int,Optional,@transaction_status,nvarchar(50),Document ID,nvarchar(50),If no form ID is supplied then the default will be used.
[reading].[usp_SEL_all_recent_documents],,,,,@numrows,bigint,Field Type,nvarchar(50),Doesn't apply a filter group.  Doesn't retrieve files. 
[reading].[usp_SEL_all_recent_documents],,,,,@numdocs,bigint,Name ID,bigint,
[reading].[usp_SEL_all_recent_documents],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_all_recent_documents],,,,,@formname,nvarchar(50),Attribute ID,bigint,
[reading].[usp_SEL_all_recent_documents],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_all_recent_documents],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_all_duty_fnct_sid_lnks],None,,,,@message,nvarchar(1000),Duty Function ID,bigint,Lists all duty function to sid link records.
[reading].[usp_SEL_all_duty_fnct_sid_lnks],,,,,@transaction_status,nvarchar(50),Duty Function Name,nvarchar(50),
[reading].[usp_SEL_all_duty_fnct_sid_lnks],,,,,,,User ID,bigint,
[reading].[usp_SEL_all_duty_fnct_sid_lnks],,,,,,,Database Username,nvarchar(150),
[reading].[usp_SEL_all_duty_fnct_sid_lnks],,,,,,,System Username,nvarchar(128),
[reading].[usp_SEL_all_duty_fnct_sid_lnks],,,,,,,Created,nvarchar(30),
[reading].[usp_SEL_all_duty_fnct_sid_lnks],,,,,,,Granted By,nvarchar(128),
[reading].[usp_SEL_all_duty_fnct_sid_lnks],,,,,,,Windows Account Current,nvarchar(5),
[reading].[usp_SEL_all_duty_functions],None,,,,@message,nvarchar(1000),Duty Function ID,bigint,Lists all duty function records.
[reading].[usp_SEL_all_duty_functions],,,,,@transaction_status,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_duty_functions],,,,,,,Duty Function Name,nvarchar(50),
[reading].[usp_SEL_all_duty_functions],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_all_duty_functions],,,,,,,List Position,smallint,
[reading].[usp_SEL_duty_fnctns_for_user],None,,,,@message,nvarchar(1000),Duty Function ID,bigint,Lists all duty function records which the connected user is linked to.
[reading].[usp_SEL_duty_fnctns_for_user],,,,,@transaction_status,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_duty_fnctns_for_user],,,,,,,Duty Function Name,nvarchar(50),
[reading].[usp_SEL_duty_fnctns_for_user],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_duty_fnctns_for_user],,,,,,,List Position,smallint,
[reading].[usp_SEL_all_file_date_fields],None,,,,@message,nvarchar(1000),File Date Field Name,nvarchar(50),Lists all of the file date field names.
[reading].[usp_SEL_all_file_date_fields],,,,,@transaction_status,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_file_date_fields],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_all_file_date_fields],,,,,,,File Date Field Name ID,bigint,
[reading].[usp_SEL_all_file_int_fields],None,,,,@message,nvarchar(1000),File Integer Field Name,nvarchar(50),Selects all file integer field names.
[reading].[usp_SEL_all_file_int_fields],,,,,@transaction_status,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_file_int_fields],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_all_file_int_fields],,,,,,,File Integer Field Name ID,bigint,
[reading].[usp_SEL_all_file_ms_attributes],None,,,,@message,nvarchar(1000),File Multi-Select List ID,bigint,Lists all file multi-select attributes.
[reading].[usp_SEL_all_file_ms_attributes],,,,,@transaction_status,nvarchar(50),File Multi-Select List Name,nvarchar(50),
[reading].[usp_SEL_all_file_ms_attributes],,,,,,,Name List Position,smallint,
[reading].[usp_SEL_all_file_ms_attributes],,,,,,,File Multi-Select Attribute ID,bigint,
[reading].[usp_SEL_all_file_ms_attributes],,,,,,,Mnemonic,nvarchar(10),
[reading].[usp_SEL_all_file_ms_attributes],,,,,,,File Multi-Select Name,nvarchar(50),
[reading].[usp_SEL_all_file_ms_attributes],,,,,,,Description,nvarchar(max),
