MenuItemId,Label,ParentMenu,Roles,ActionType,Reference,Shortcut,Order,Description,Icon
rid-upd-file-int-value-form-2,Update File Integer Field Value,Editor-Files-Edit-Update,Editor,FORM,rid-upd-file-int-value-form,,,Update a file integer field value.,
rid-upd-file-multi-select-link-form-1,Update File to Multi-Select Attribute Link,Editor-Files-Edit-Update,Editor,FORM,rid-upd-file-multi-select-link-form,,,Update a file to multi-select attribute link record.,
rid-upd-filename-form-2,Update Filename,Editor-Files-Edit-Update,Editor,FORM,rid-upd-filename-form,,,"	Update a filename.",
rid-upd-file-radiob-link-form-4,Update File to File Radio Button Attribute Link,Editor-Files-Edit-Update,Editor,FORM,rid-upd-file-radiob-link-form,,,Update a radio button attribute linked to a file.,
rid-upd-file-real-value-form-2,Update File Real Number Value,Editor-Files-Edit-Update,Editor,FORM,rid-upd-file-real-value-form,,,Update a file real number value.,
rid-upd-file-text-value-form-2,Update File Text Field Value,Editor-Files-Edit-Update,Editor,FORM,rid-upd-file-text-value-form,,,Update a file text field value.,
rid-upd-file-to-cm-obj-ms-link-form-4,Update File to Multi-Select Common Object Link,Editor-Files-Edit-Update,Editor,FORM,rid-upd-file-to-cm-obj-ms-link-form,,,Update a file to multi-select common object link.,
rid-upd-file-to-com-obj-rb-lnk-form-6,Update File to Radio Button Common Object Link,Editor-Files-Edit-Update,Editor,FORM,rid-upd-file-to-com-obj-rb-lnk-form,,,Update a file to radio button common object link.,
rid-upd-file-transaction-group-form-8,Update File Transaction Group,Editor-Files-Edit-Update,Editor,FORM,rid-upd-file-transaction-group-form,,,Update a file transaction group.,
all-files-for-one-doc-form-1,All Files for Document,Editor-Files-Search,Editor,FORM,all-files-for-one-doc-form,,1,List file metdata of all the files linked to the document id.,
all-files-by-txt-field-form-2,Files By Text Field -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-txt-field-form,,2,Return metadata for files where a given text field contains a given text string.,
recent-files-form-6,Recently Created Files,Editor-Files-Search,Editor,READ,recent-files,,5,Recent Files,
all-files-with-ed-perm-form-10,Metadata-Editable Files for User,Editor-Files-Search,Editor,FORM,all-files-with-ed-perm-form,,6,List the metadata for all of the files for which the connected user has edit permission.,
all-files-by-dty-funct-form-2,Files By Duty Function -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-dty-funct-form,,7,Select file metadata for all the files for a given duty function.  No filter group is applied.,
all-files-by-funct-fld-name-form-2,Files By Duty Function General Field Name -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-funct-fld-name-form,,9,List files for a duty function related general field name.  No filter group is applied.,
all-files-by-file-grp-form-6,Files for File Group,Editor-Files-Search,Editor,FORM,all-files-by-file-grp-form,,11,List the files linked to a given file group.,
all-files-by-fnct-list-name-form-1,Files By Function List General Field Name -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-fnct-list-name-form,,13,List files for a duty function list related general field name.  No filter group is applied.,
all-files-by-funct-lst-form-6,Files By Function List -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-funct-lst-form,,15,Return metadata for files for a given function list. No filter group is applied.,
all-files-by-pple-list-field-name-form-2,Files By People List General Field Name -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-pple-list-field-name-form,,16,List files for a people list related general field name.  No filter group is applied.,
all-files-by-pple-list-form-6,Files By People List -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-pple-list-form,,18,Return metadata for files for a given people list.,
all-files-by-ms-list-form-1,Files for Multi-Select Attribute -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-ms-list-form,,20,Return metadata for files which are linked to a given multi-select attribute. No filter group is applied.,
all-files-by-radio-btn-form-1,Files for Radio Button -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-by-radio-btn-form,,22,Select all of the files for a given radio button attribute. Does not apply a filter group.,
all-files-date-after-form-6,Files Date After -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-date-after-form,,24,Return metadata for files where a date record is after a given date.,
all-files-date-before-form-1,Files Date Before -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-date-before-form,,26,Return metadata for files where a date record is before a given date.,
all-files-date-between-form-2,Files Date Between -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-date-between-form,,28,Return metadata for files where a date record is between given dates.,
all-files-date-equals-form-6,Files Date Equals -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-date-equals-form,,30,Return metadata for files where a date record equals a given date.,
all-files-int-between-form-2,Files integer between -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-int-between-form,,32,Select file IDs and metadata where the value for a given integer field is between two given integer values.  No filter group is applied.,
all-files-int-equals-form-6,Files Integer Equals -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-int-equals-form,,34,Select file IDs and metadata where a given integer field equals a given integer value.  No filter group is applied.,
all-files-int-grtr-than-form-1,Files Integer Greater Than -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-int-grtr-than-form,,36,Select file IDs and metadata where a given integer field is greater than a given integer value.  No filter group is applied.,
all-files-int-less-than-form-2,Files integer Less Than -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-int-less-than-form,,38,Select file IDs and metadata where a given integer field is less than a given integer value.  No filter group is applied.,
all-files-real-between-form-6,Files Real Number Between -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-real-between-form,,40,Select file IDs and metadata where the value for a given real number field is between two given values. No filter group is applied.,
all-files-real-equals-form-1,Files Real Number Equals -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-real-equals-form,,42,Select file IDs and metadata where the value for a given real number field equals a given value. No filter group is applied.,
all-files-real-greater-form-2,Files Real Number Greater Than -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-real-greater-form,,44,Select file IDs and metadata where the value for a given real number field is greater than a given value.  No filter group is applied.,
all-files-real-less-form-6,Files Real Number Less Than -- Unfiltered,Editor-Files-Search,Editor,FORM,all-files-real-less-form,,46,Select file IDs and metadata according to where a real number of less than a given value.  Applies a filter group.,
all-fls-by-co-ms-attr-form-2,All Files for Common Object Multi-Select Attribute,Editor-Files-Search,Editor,FORM,all-fls-by-co-ms-attr-form,,48,List all the metadata for files for a given common object multi-select attribute.,
all-fls-by-co-rb-attr-form-6,All Files for Common Object Radio Button Attribute,Editor-Files-Search,Editor,FORM,all-fls-by-co-rb-attr-form,,50,List all the metadata for files for a given common object radio button attribute.,
ListFiles-4,List All Files,Editor-Files-Search,Editor,CHAIN,list-all-files-with-numbers,,92,List the number of files and then list all files.,
rid-ins-file-binary-input-form-5,Upload Files,editor-files-upload,Editor,CUSTOM,upload-files,,1,Upload one or more files.,
rid-ins-file-binary-input-form-6,Upload Files With Data,editor-files-upload,Editor,CHAIN,upload-files-with-metadata,,2,Upload one or more files with associated metatadata.,
rid-ins-file-binary-input-form-7,Upload File and Edit,editor-files-upload,Editor,CHAIN,upload-files-plusdata-plusedit,,3,Upload a file and edit the data.,
editor-tags-create,Tags Create,Editor-Tags,Editor,,,,,Create menu for tags,
editor-tags-update,Tags Update,Editor-Tags,Editor,,,,,Update menu for tags,
editor-tags-delete,Tags Delete,Editor-Tags,Editor,,,,,Delete menu for tags,
rid-ins-doc-tag-form-2,Create Document Tag,editor-tags-create,Editor,FORM,rid-ins-doc-tag-form,,3,Create a new document tag. ,
rid-ins-tag-doc-link-form-2,Create Tag to Document Link,editor-tags-create,Editor,FORM,rid-ins-tag-doc-link-form,,6,Create a new tag to document link. Authenticates for both controller and editor.,
rid-ins-tag-group-link-form-2,Create Tag to Tag Group Link,editor-tags-create,Editor,FORM,rid-ins-tag-group-link-form,,9,Create a tag to tag group link. ,
rid-tag-browse-tree-name-indiv-create-form-1,Create Tag Tree for Connected User,editor-tags-create,Editor,FORM,rid-tag-browse-tree-name-indiv-create-form,,12,Create a new tag tree name which is linked to the connected user.,
rid-ins-tag-browsing-tree-node-form-3,Create Tag Browsing Tree Node,editor-tags-create,Editor,FORM,rid-ins-tag-browsing-tree-node-form,,14,Create a node into the tag browsing tree.,
rid-del-doc-tag-form-4,Delete Document Tag,editor-tags-delete,Editor,FORM,rid-del-doc-tag-form,,5,Delete a document tag.,
rid-del-tag-doc-link-form-1,Delete Tag to Document Link,editor-tags-delete,Editor,FORM,rid-del-tag-doc-link-form,,8,Delete a tag to document link. ,
rid-del-tag-group-link-form-2,Delete Tag to Tag Group Link,editor-tags-delete,Editor,FORM,rid-del-tag-group-link-form,,11,Delete a tag to tag group link.,
rid-del-indiv-br-tree-form-2,Delete Personal Browsing Tree,editor-tags-delete,Editor,FORM,rid-del-indiv-br-tree-form,,13,Delete an individual browsing tree,
rid-del-tag-br-tree-branch-form-2,Delete Tag Browsing Tree Branch,editor-tags-delete,Editor,FORM,rid-del-tag-br-tree-branch-form,,15,Delete a branch of a tag browsing tree.,
rid-tag-browse-tree-node-delete-form-2,Delete Tag Browsing Tree Node,editor-tags-delete,Editor,FORM,rid-tag-browse-tree-node-delete-form,,17,Delete a tag browsing tree node.,
rid-del-tag-tree-branch-form-2,Delete Tag Tree Branch,editor-tags-delete,Editor,FORM,rid-del-tag-tree-branch-form,,18,Delete a branch of a tag tree including all descendants of the given node.,
rid-tag-browse-tree-name-indiv-update-form-4,Update Personal Tag Browsing Tree,editor-tags-update,Editor,FORM,rid-tag-browse-tree-name-indiv-update-form,,2,Update the tag browsing tree name for the tag browsing tree linked to the connected user.,
rid-upd-doc-tag-form-4,Update Tag Text Fields,editor-tags-update,Editor,FORM,rid-upd-doc-tag-form,,4,Update the text fields for a tag.,
rid-upd-tag-doc-link-form-2,Update Tag to Document Link,editor-tags-update,Editor,FORM,rid-upd-tag-doc-link-form,,7,Update a document to tag link. Both IDs must be re-sent.,
rid-upd-tag-group-link-form-1,Update Tag to Tag Group Link,editor-tags-update,Editor,FORM,rid-upd-tag-group-link-form,,10,Update a tag to tag group link.,
rid-upd-tag-br-tree-tag-form-2,Replace Tag at Tag Browsing Tree Node,editor-tags-update,Editor,FORM,rid-upd-tag-br-tree-tag-form,,19,Replace the tag at a given node in a tag browsing tree.,
rid-upd-tag-tree-tag-form-2,Replace Tag at Tag Relationship Tree Node,editor-tags-update,Editor,FORM,rid-upd-tag-tree-tag-form,,21,Replace the tag at a given node in a tag tree.,
rid-upd-tag-browsing-tree-node-form-12,Update Browsing Tree Node Position,editor-tags-update,Editor,FORM,rid-upd-tag-browsing-tree-node-form,,22,Update the position of a browsing tree node.,
rid-upd-tag-tree-node-form-2,Update Tag Relationship Tree Node Position,editor-tags-update,Editor,FORM,rid-upd-tag-tree-node-form,,23,Update the position of a tag tree node.,
rid-del-wf-funct-output-file-form-4,Delete File to Workflow Output Step For Function,Editor-Workflow,Editor,FORM,rid-del-wf-funct-output-file-form,,2,Delete a workflow function output file record. ,
rid-ins-wf-input-step-file-form-5,Create File to Workflow Input Step Link,Editor-Workflow,Editor,FORM,rid-ins-wf-input-step-file-form,,3,Create a file to input step ID link.,
rid-upd-wf-input-step-file-form,Update File to Workflow Input Step Link,Editor-Workflow,Editor,FORM,rid-upd-wf-input-step-file-form,,4,Update a workflow step input file record. ,
rid-del-wf-input-step-file-form-5,Delete File to Workflow Input Step Link,Editor-Workflow,Editor,FORM,rid-del-wf-input-step-file-form,,5,Delete a file to input step ID link.,
rid-ins-wf-people-output-file-form-8,Create File to Workflow Output Step for Person,Editor-Workflow,Editor,FORM,rid-ins-wf-people-output-file-form,,7,Create a workflow person output file record to create a new record of output file for a given person and step.,
rid-del-wf-people-output-file-form-7,Delete File to Workflow Output Step for Person,Editor-Workflow,Editor,FORM,rid-del-wf-people-output-file-form,,8,Delete a workflow peson output file record. ,
rid-ins-wf-funct-output-file-form-2,Create File to Workflow Output Step For Function,Editor-Workflow,Editor,FORM,rid-ins-wf-funct-output-file-form,,9,Create a workflow function output file record to create a new record of output file for a given function and step.,
rid-del-wf-funct-output-file-form-3,Delete File to Workflow Output Step For Function,Editor-Workflow,Editor,FORM,rid-del-wf-funct-output-file-form,,10,Delete a workflow function output file record. ,
ReadingMenu,Reader,AdvancedMenu,Reader,,,,6,Reader menu,
TagGroupIdNames-3,Tag Group ID Names,Editor-Tags-Read,Reader,READ,all-tag-group-id-names,,9,Select all tag group name details.,
TagGroupLinks-3,Tag Group Links,Editor-Tags-Read,Reader,READ,all-tag-group-links,,10,Select the data for all tag to tag group Link.,
BrowsingTreesWithEditPerm-3,Browsing Trees With Edit Permission,Editor-Tags-Read,Reader,READ,brsng-trees-wth-ed-prm,,14,Select all tag browsing tree details which the connected user has edit permission for.,
ListIndividualBrowsingTrees-3,Personal Browsing Trees,Editor-Tags-Read,Reader,READ,read-individual-browsing-trees,,15,List tag browsing trees that are owned by the connected user,
TagBrTrPermFlists-3,Tag Browsing Tree Permission Function Lists,Editor-Tags-Read,Reader,READ,tag-br-tr-perm-flists,,16,Select all the records which authorise members of a function list to link to a tag browsing tree.,
