CommandId,Label,Roles,ActionType,Reference,Shortcut,Description,Icon,Actions,Objects,Fields,Weight
rid-ins-frm-file-multi-sel-def-form,Create Form To File Multi-Select Object Default,Configurator,FORM,rid-ins-frm-file-multi-sel-def-form,,Create a default record for a form file multi-select object. Restricted to forms for which the controller has access permission.,,Create;Insert,Files,FileMultiSelectList,
rid-ins-frm-file-user-lnks-form,Create Form File To User Link,Configurator,FORM,rid-ins-frm-file-user-lnks-form,,Insert a form to file to user ID link.,,Create;Insert,Files;Users;Forms,GeneralFieldName;Forms,
rid-ins-function-list-form,Create Duty Function List Item,Controller,FORM,rid-ins-function-list-form,,Create a record to create a duty function list element.,,Create;Insert,,DutyFunctionField,
rid-ins-function-list-name-form,Create Duty Function List,Controller,FORM,rid-ins-function-list-name-form,,Create a new duty function list.,,Create;Insert,,DutyFunctionField,
rid-ins-general-field-name-form,Create General Field Name,Configurator,FORM,rid-ins-general-field-name-form,,Create a general field name record.,,Create;Insert,,GeneralFieldName,
rid-ins-grant-authoriser-form,Grant Authorizer,Authorizer,FORM,rid-ins-grant-authoriser-form,,Grant authorizer privileges to a user.,,Authorize;Create;Insert;Grant,Users,Privileges,
rid-ins-people-list-form,Add User To People List,Controller,FORM,rid-ins-people-list-form,,Create a new record in the people list table.,,Create;Insert,Users,PeopleList,
rid-ins-people-list-name-form,Create People List,Controller,FORM,rid-ins-people-list-name-form,,Create a new people list.,,Create;Insert,,PeopleList,
rid-ins-revoke-authoriser-form,Revoke Authorizer,Authorizer,FORM,rid-ins-revoke-authoriser-form,,Revoke authorizer privileges from a user.,,Revoke;Delete,Users,Authorizer;Privileges,
rid-ins-step-status-definition-form,Create Workflow Step Status Definition,Configurator,FORM,rid-ins-step-status-definition-form,,Create a new workflow step status definition name.,,Create;Insert,Workflow,WorkflowModels,
rid-ins-tag-browsing-tree-name-form,Create Tag Browsing Tree,Controller,FORM,rid-ins-tag-browsing-tree-name-form,,Create a tag browsing tree name.,,Create;Insert,Tag Browsing Trees,TagBrowsingTrees;Tags,
rid-ins-tag-browsing-tree-node-form,Create Tag Browsing Tree Node,Controller;Editor;Reader,FORM,rid-ins-tag-browsing-tree-node-form,,Create a node into the tag browsing tree.,,Create;Insert,Tag Browsing Trees,TagBrowsingTrees;Tags,45
rid-ins-tag-br-tr-perm-flist-form,Authorize Tag Browsing Tree To Function List Link,Controller,FORM,rid-ins-tag-br-tr-perm-flist-form,,Create a new record to authorize function list members to edit a tag browsing tree.,,Authorize;Create;Insert;Grant,Tag Browsing Trees,TagBrowsingTrees;Tags,
rid-ins-tag-br-tr-perm-plist-form,Authorize Tag Browsng Tree Edit Permission for People List,Controller,FORM,rid-ins-tag-br-tr-perm-plist-form,,Create a new record to authorize people list members to edit a tag browsing tree.,,Authorize;Create;Insert;Grant,Tag Browsing Trees,TagBrowsingTrees;PeopleList;Tags,
rid-ins-tag-doc-link-form,Create Tag To Document Link,Controller;Editor,FORM,rid-ins-tag-doc-link-form,,Create a new tag to document link. Authenticates for both controller and editor.,,Create;Insert,Documents,Tags,70
rid-ins-tag-group-id-name-form,Create Tag Group,Controller,FORM,rid-ins-tag-group-id-name-form,,Create a tag group identifier name record.,,Create;Insert,,TagGroups;Tags,
rid-ins-tag-group-link-form,Create Tag To Tag Group Link,Controller;Editor,FORM,rid-ins-tag-group-link-form,,Create a tag to tag group link. ,,Create;Insert,,TagGroups;Tags,
rid-ins-tag-group-perm-flist-form,Authorize Tag Linking for Function List,Controller,FORM,rid-ins-tag-group-perm-flist-form,,Create a new record to authorize function list members to link tags to a tag group.,,Authorize;Create;Insert;Grant,,TagGroups;Tags,
rid-ins-tag-group-perm-plist-form,Authorize Tag Linking for People List,Controller,FORM,rid-ins-tag-group-perm-plist-form,,Create a new record to authorize people list members to link tags to a tag group.,,Authorize;Create;Insert;Grant,,PeopleList;TagGroups;Tags,
rid-ins-tag-tree-name-form,Create Tag Relationship Tree Name,Controller,FORM,rid-ins-tag-tree-name-form,,Create a tag relationship tree name.,,Create;Insert,Tag Relationship Trees,TagRelationshipTrees;Tags,
rid-ins-tag-tree-node-form,Create Tag Relationship Tree Node,Controller,FORM,rid-ins-tag-tree-node-form,,Create a node into the tag relationship tree.,,Create;Insert,Tag Relationship Trees,TagRelationshipTrees;Tags,
rid-ins-tag-tree-perm-flist-form,Authorize Tag Relationship Tree Editing for Function List,Controller,FORM,rid-ins-tag-tree-perm-flist-form,,Create a new record to authorize function list members to edit a tag tree.,,Authorize;Create;Insert;Grant,Tag Relationship Trees,TagRelationshipTrees;Tags,
rid-ins-tag-tree-perm-plist-form,Authorize Tag Tree Editing for People List,Controller,FORM,rid-ins-tag-tree-perm-plist-form,,Create a new record to authorize people list members to edit a tag tree.,,Authorize;Create;Insert;Grant,,PeopleList;TagRelationshipTrees;Tags,
rid-ins-transaction-group-form,Create Transaction Group,Controller,FORM,rid-ins-transaction-group-form,,Create a new transaction group,,Create;Insert,,Transaction Groups,
rid-ins-unit-of-measure-form,Create Unit of Measure,Configurator,FORM,rid-ins-unit-of-measure-form,,Create a unit of measure.,,Create;Insert,,Unit of Measure,
rid-ins-wf-funct-output-file-form,Create File To Workflow Output Step for Function,Editor;Reviewer,FORM,rid-ins-wf-funct-output-file-form,,Create a new workflow function output file record to create a a new record of output files for a given function and step. ,,Create;Insert,Files;Workflow,DutyFunctionField;Workflow Output,20
rid-ins-wf-input-step-file-form,Create File To Workflow Input Step Link,Controller;Editor,FORM,rid-ins-wf-input-step-file-form,,Create a file to input step ID link.,,Create;Insert,Files;Workflow,Workflow Input,
rid-ins-wf-people-output-file-form,Create File To Workflow Output Step for Person,Editor;Reviewer,FORM,rid-ins-wf-people-output-file-form,,Create a workflow person output file record to create a new record of output file for a given person and step. ,,Create;Insert,Files;Workflow,User; Workflow Output,10
rid-ins-wf-step-duty-funct-form,Create Workflow Instance Step To Duty Function Link,Controller,FORM,rid-ins-wf-step-duty-funct-form,,Create a record to create a workflow instance step to duty function link.,,Create;Insert,Workflow,DutyFunctionField;Workflow Instance,
rid-ins-workflow-action-form,Create Workflow Action Name,Configurator,FORM,rid-ins-workflow-action-form,,Create a new workflow action name record.,,Create;Insert,Workflow,WorkflowActions,
rid-ins-workflow-instance-def-form,Create Workflow Instance,Controller,FORM,rid-ins-workflow-instance-def-form,,Create a workflow instance defintion record to create a new workflow instance. ,,Create;Insert,Workflow,Workflow Instance,
rid-ins-workflow-instance-step-form,Create Workflow Instance Step,Controller,FORM,rid-ins-workflow-instance-step-form,,Create a new workflow instance step record.,,Create;Insert,Workflow,Workflow Instance,
rid-ins-workflow-model-name-form,Create Workflow Model Name,Configurator,FORM,rid-ins-workflow-model-name-form,,Create a new workflow model name.,,Create;Insert,Workflow,WorkflowModels,
rid-ins-workflow-output-def-form,Create Workflow Output Definition,Configurator,FORM,rid-ins-workflow-output-def-form,,Create a new workflow output definition name.,,Create;Insert,Workflow,Workflow Output,
rid-ins-workflow-participant-form,Create Workflow Instance Step To User Link,Controller,FORM,rid-ins-workflow-participant-form,,Create a record to create a workflow instance step to person link.,,Create;Insert,Workflow,Workflow Instance,
rid-ins-workflow-rule-form,Create Workflow Rule,Configurator,FORM,rid-ins-workflow-rule-form,,Create a new workflow rule name.,,Create;Insert,Workflow,WorkflowRule,
rid-ins-workflow-rule-link-form,Create Workflow Rule To Workflow Step Transition Edge Link,Configurator,FORM,rid-ins-workflow-rule-link-form,,Link a workflow rule to a workflow step transition edge.,,Read;List;Select;Search,Workflow,WorkflowModels;WorkflowRule,
rid-ins-workflow-step-def-form,Create Workflow Model Node Step,Configurator,FORM,rid-ins-workflow-step-def-form,,Create a new node step into a workflow model.,,Create;Insert,Workflow,WorkflowModels,
rid-ins-workflow-step-transn-form,Create Workflow Step Transition,Configurator,FORM,rid-ins-workflow-step-transn-form,,Create a new record into the edge table for workflow step transitions.,,Create;Insert,Workflow,WorkflowModels,
rid-ins-xref-type-form,Create Cross Reference Type,Configurator,FORM,rid-ins-xref-type-form,,Create a new cross reference type.,,Create;Insert,,CrossReference;Cross Reference,
rid-restore-sid-form,Restore User,Authorizer,FORM,rid-restore-sid-form,,Restore a de-activated user,,Authorize;Restore;Grant;Reinstate,Users,,
rid-tag-browse-tree-name-indiv-create-form,Create Tag Browsing Tree for Connected User,Controller;Editor;Reader,FORM,rid-tag-browse-tree-name-indiv-create-form,,Create a new tag browsing tree name which is linked to the connected user.,,Create;Insert,Tag Browsing Trees,TagBrowsingTrees;Tags,50
rid-tag-browse-tree-name-indiv-update-form,Update Personal Tag Browsing Tree,Editor;Reader,FORM,rid-tag-browse-tree-name-indiv-update-form,,Update the tag browsing tree name for the tag browsing tree linked to the connected user.,,Update;Change;Revise,Users;Tag Browsing Trees,TagBrowsingTrees;Tags,
rid-tag-browse-tree-node-delete-form,Delete Tag Browsing Tree Node,Controller;Editor;Reader,FORM,rid-tag-browse-tree-node-delete-form,,Delete a tag browsing tree node.,,Delete,Tag Browsing Trees,TagBrowsingTrees;Tags,
rid-tag-tree-perm-plist-delete-form,Revoke Tag To Tag Group Linking for People List,Controller,FORM,rid-tag-tree-perm-plist-delete-form,,Delete a tag link permissions record to revoke authorization for members of a people list to link tags to a tag group.,,Delete,,PeopleList;TagGroups;Tags,
rid-upd-cancel-authoriser-requ-form,Cancel Authorizer Request,Authorizer,FORM,rid-upd-cancel-authoriser-requ-form,,Cancel an authorizer request.,,Cancel;Delete,Users,,
rid-upd-common-object-form,Udate Common Object,Configurator,FORM,rid-upd-common-object-form,,Update a common object record.,,Update;Change;Revise,Common Object,CommonObjectListName,
rid-upd-common-obj-list-item-form,Update List Position of Common Object List Item,Configurator,FORM,rid-upd-common-obj-list-item-form,,Update the list position and filter group of a common object list item record.,,Update;Change;Revise,,CommonObjectListName;FilterGroups,
rid-upd-com-obj-attribute-form,Update Common Object Attributes,Configurator,FORM,rid-upd-com-obj-attribute-form,,Update a common object attribute record.,,Update;Change;Revise,,CommonObjectAttributes,
rid-upd-com-obj-list-name-form,Update Common Object List,Configurator,FORM,rid-upd-com-obj-list-name-form,,Update a common object list record.,,Update;Change;Revise,,CommonObjectListName,
rid-upd-contr-doc-group-name-form,Update Controller Doc Edit Group Name,Authorizer,FORM,rid-upd-contr-doc-group-name-form,,Update a controller level document edit group name details.,,Update;Change;Revise,Documents,ControllerDocumentGroups,
rid-upd-contr-doc-group-sid-form,Update User To Controller Doc Group Link Notes,Authorizer,FORM,rid-upd-contr-doc-group-sid-form,,Update the note for a user ID for a controller level document group link.,,Update;Change;Revise,Documents,DocumentGroups,
rid-upd-contr-file-group-name-form,Update Controller File Edit Group Details,Authorizer,FORM,rid-upd-contr-file-group-name-form,,Update a controller level file edit group name details.,,Update;Change;Revise,Files,ControllerFileGroups,
rid-upd-contr-file-group-sid-form,Update User To Controller File Group Link Notes,Authorizer,FORM,rid-upd-contr-file-group-sid-form,,Update the note for a user ID for a controller level file group link.,,Update;Change;Revise,Files,FileGroups,
rid-upd-dc-gp-ed-prm-fct-notes-form,Update Doc Group Edit Permission Function List Link Notes,Controller,FORM,rid-upd-dc-gp-ed-prm-fct-notes-form,,Update the note column of a document group edit permission function list.,,Update;Change;Revise,Documents,DocumentGroups,
rid-upd-default-date-style-form,Update Default Date-Time Style in Global Settings,Configurator,FORM,rid-upd-default-date-style-form,,Update the default date-time style in the global setting table.,,Update;Change;Revise,Global Settings,Date-Time,
rid-upd-doc-date-field-name-form,Update Doc Date Field,Configurator,FORM,rid-upd-doc-date-field-name-form,,Update a document date field name record.  FIELDS LEFT BLANK WILL BE ERASED.,,Update;Change;Revise,Documents,DocDateField,
rid-upd-doc-date-value-form,Update Doc Date Value,Editor,FORM,rid-upd-doc-date-value-form,,Update a document date field value.,,Update;Change;Revise,Documents,DocDateField,
rid-upd-doc-group-name-rstr-form,Update Doc Group for Connected User,Controller,FORM,rid-upd-doc-group-name-rstr-form,,Update a document group name. Only if the connected user has right to the document group.,,Update;Change;Revise,Documents,DocumentGroups,
rid-upd-doc-group-viewer-notes-form,Update Doc Viewer Group Permission Notes,Authorizer,FORM,rid-upd-doc-group-viewer-notes-form,,Update the note for a document viewer group permission record.,,Update;Change;Revise,Documents,DocumentGroups,
rid-upd-doc-grp-lnk-notes-rstr-form,Update Doc To Doc Group Link Notes,Controller;Editor,FORM,rid-upd-doc-grp-lnk-notes-rstr-form,,Update the note for a document to document group link.,,Update;Change;Revise,Documents,DocumentGroups,
rid-upd-doc-int-field-name-form,Update Document Integer Field,Configurator,FORM,rid-upd-doc-int-field-name-form,,Update a document integer field name.,,Update;Change;Revise,Documents,DocIntegerField,
rid-upd-doc-int-value-form,Update Doc Integer Field Value,Controller;Editor,FORM,rid-upd-doc-int-value-form,,Update a document integer field value.,,Update;Change;Revise,Documents,DocIntegerField,
rid-upd-doc-ms-attr-fg-link-form,Update a Doc Multi-Select To Filter Group Link,Configurator,FORM,rid-upd-doc-ms-attr-fg-link-form,,Update a document multi-select to filter group link record.,,Update;Change;Revise,Documents,DocMultiSelectList;FilterGroups,
